source,target,weight
pick up wooden spoon,put lid,4
pick up plates,pick up plates,22
pick up glass,pick up plates,54
clean sink,pick up plates,4
pick up plates,wash glass,8
pick up plates,rinse glass,23
clean sink,pick up plate,8
pick up glass,put plate,7
pick up cutlery,put plate,5
clean sink,put plate,3
put plate,wash glass,4
put plate,rinse glass,14
put plate,wash knife,17
pick up cutlery,pick up glass,89
pick up glass,put knife,7
clean sink,pick up glass,10
pick up glass,wash spoon,68
pick up glass,wash knife,74
pick up glass,rinse spoon,37
pick up glass,rinse knife,61
pick up glass,pick up glass,377
pick up glass,put lid,13
clean sink,open drawer,21
open drawer,wash glass,26
clean sink,pick up cutlery,15
pick up cutlery,wash glass,13
pick up cutlery,wash spoon,14
pick up cutlery,rinse glass,26
pick up cutlery,rinse spoon,14
pick up cutlery,put lid,2
clean sink,put knife,8
put knife,wash glass,6
put knife,rinse glass,10
put knife,put lid,8
clean sink,close drawer,21
clean sink,pick up sponge,30
pick up sponge,wash glass,23
pick up sponge,rinse glass,117
pick up sponge,put lid,5
clean sink,open tap,84
clean sink,clean sink,38
clean sink,wash glass,9
clean sink,wash spoon,19
clean sink,rinse glass,17
clean sink,wash knife,9
clean sink,rinse spoon,13
clean sink,close tap,51
clean sink,pick up knife,8
clean sink,rinse knife,13
clean sink,put lid,4
wash glass,wash glass,51
rinse spoon,wash glass,10
pick up knife,wash glass,17
rinse knife,wash glass,17
put lid,wash glass,3
rinse glass,wash spoon,34
rinse glass,wash knife,43
rinse glass,rinse glass,107
pick up knife,rinse glass,61
put lid,rinse glass,9
put lid,rinse spoon,7
put lid,rinse knife,4
pick up kettle,pick up spoon,25
hold pan,pick up glass,12
pick up salt,put spoon,7
pick up kettle,put spoon,3
pick up salt,put glass,1
close fridge,shake hands,30
close fridge,put knife,28
close tap,shake hands,91
pick up mug,shake hands,8
open fridge,put knife,38
close bag,open bin,3
open bin,pick up knife,25
open bin,put knife,6
close bin,put knife,2
close bin,close bin,5
close bag,pick up plate,18
close bag,pick up knife,14
close bag,put knife,1
put down plate,put knife,2
pick up lid,wash knife,20
open bag,pick up meat,2
open bag,pick up tupperware,3
open bag,pick up jar,13
open fridge,pick up bag,73
open freezer,open fridge,43
open fridge,pick up meat,28
open fridge,pick up oil,24
open fridge,pick up jar,31
close fridge,pick up bag,63
close fridge,open freezer,38
close fridge,pick up meat,23
close fridge,pick up jar,30
open drawer,pick up cheese,33
open drawer,pick up meat,61
close drawer,pick up cheese,20
close drawer,pick up meat,21
pick up bag,pick up cheese,17
pick up bag,pick up meat,7
pick up bag,pick up tupperware,10
pick up bag,pick up oil,15
pick up bag,pick up jar,13
open freezer,put down bag,12
pick up cheese,put down bag,13
pick up meat,put down bag,10
pick up tupperware,put down bag,9
pick up oil,put down bag,10
pick up jar,put down bag,6
open freezer,pick up cheese,3
open freezer,pick up meat,7
open freezer,pick up tupperware,2
open freezer,pick up oil,2
open freezer,pick up jar,2
pick up cheese,pick up meat,4
pick up cheese,pick up tupperware,7
open cupboard,pick up cheese,36
pick up cheese,pick up oil,2
close cupboard,pick up cheese,24
pick up cheese,pick up jar,1
pick up meat,pick up tupperware,5
pick up meat,pick up oil,14
pick up jar,pick up meat,4
pick up oil,pick up tupperware,2
close cupboard,pick up tupperware,63
open cupboard,pick up jar,85
pick up oil,pick up oil,5
pick up jar,pick up oil,4
close cupboard,pick up jar,63
open bottle,pick up bottle,41
pick up bottle,pick up lid,41
close bottle,pick up bottle,33
pick up bottle,put down bottle,145
pick up bottle,pick up meat,1
open tap,pick up bottle,42
pick up bottle,wash hands,7
close tap,pick up bottle,31
dry hands,pick up bottle,30
open cupboard,pick up bottle,141
pick up bottle,pick up tupperware,1
open fridge,pick up bottle,77
close fridge,pick up bottle,65
open bin,pick up bottle,2
close bin,pick up bottle,1
pick up bottle,pick up jar,27
close cupboard,pick up bottle,128
pick up bottle,pick up knife,20
open bottle,pick up lid,16
open bottle,pick up meat,1
open bottle,pick up tupperware,1
open bottle,pick up jar,3
close bottle,pick up lid,22
pick up lid,put down bottle,35
pick up lid,pick up meat,25
pick up lid,pick up tupperware,22
pick up jar,pick up lid,27
close bottle,pick up meat,1
close bottle,open tap,28
close bottle,close tap,22
close bottle,pick up tupperware,4
close bottle,pick up jar,4
pick up meat,put down bottle,1
pick up tupperware,put down bottle,7
pick up jar,put down bottle,21
open tap,pick up meat,3
pick up meat,wash hands,8
dry hands,pick up meat,23
open bin,pick up meat,2
close bin,pick up meat,2
open tap,pick up jar,19
pick up tupperware,wash hands,3
pick up jar,wash hands,4
close tap,pick up jar,15
dry hands,pick up tupperware,15
dry hands,pick up jar,18
open bin,pick up tupperware,6
close bin,pick up tupperware,6
open bin,pick up jar,4
close bin,pick up jar,1
open fridge,pick up wooden spoon,30
open fridge,stir pasta,11
pick up tupperware,pick up wooden spoon,8
hold pan,pick up tupperware,2
pick up tupperware,stir pasta,2
pick up tupperware,put down plate,7
pick up fork,pick up tupperware,3
pick up scissors,pick up tupperware,5
pick up pasta,pick up tupperware,5
pick up salt,pick up tupperware,5
pick up tupperware,put down lid,10
pick up tupperware,put down salt,1
pick up kettle,pick up tupperware,3
pick up tupperware,put down sponge,13
dry hands,pick up wooden spoon,3
close tap,stir pasta,3
close tap,pick up cheese,5
close tap,pick up fork,46
hold pan,stir pasta,4
hold pan,pick up cheese,8
close fridge,hold pan,9
hold pan,put down plate,2
pick up wooden spoon,stir pasta,12
pick up cheese,pick up wooden spoon,15
close fridge,pick up wooden spoon,20
pick up wooden spoon,put down plate,11
pick up fork,pick up wooden spoon,10
pick up scissors,pick up wooden spoon,10
pick up meat,pick up wooden spoon,7
pick up cheese,stir pasta,6
close fridge,stir pasta,6
pick up plate,stir pasta,23
put down plate,stir pasta,28
open drawer,stir pasta,50
pick up knife,stir pasta,36
pick up fork,stir pasta,2
close drawer,stir pasta,14
open cupboard,stir pasta,58
close cupboard,stir pasta,22
pick up scissors,stir pasta,2
stir pasta,stir pasta,63
pick up meat,stir pasta,2
pick up cheese,pick up plate,16
pick up cheese,put down plate,9
pick up cheese,pick up knife,20
pick up cheese,pick up fork,15
pick up cheese,pick up cheese,19
pick up cheese,pick up scissors,3
close fridge,pick up fork,31
close fridge,pick up scissors,16
pick up meat,pick up plate,19
pick up fork,put down plate,41
pick up scissors,put down plate,7
pick up meat,put down plate,37
pick up knife,pick up meat,5
pick up fork,pick up meat,1
pick up meat,pick up scissors,1
open bin,pick up pasta,3
close bin,pick up pasta,3
open cupboard,pick up pasta,35
close cupboard,pick up pasta,18
pick up pasta,pick up salt,3
pick up pasta,put down lid,26
pick up pasta,put down salt,2
pick up cutlery,pick up pasta,3
open drawer,pick up pasta,19
close drawer,pick up pasta,7
pick up kettle,pick up pasta,3
pick up meat,pick up pasta,2
pick up pasta,pick up pasta,89
pick up pasta,pick up wooden spoon,12
open tap,pick up pasta,15
pick up pasta,pick up sponge,18
close tap,pick up pasta,7
pick up pasta,put down sponge,11
open bin,pick up salt,9
open bin,put down lid,17
open bin,put down salt,6
open bin,pick up cutlery,4
open bin,pick up kettle,5
close bin,pick up salt,9
close bin,put down salt,6
close bin,pick up cutlery,4
close bin,pick up kettle,7
pick up salt,pick up salt,17
pick up cutlery,pick up salt,5
pick up cutlery,put down salt,7
pick up kettle,put down salt,5
pick up cutlery,pick up kettle,3
pick up meat,pick up pan,17
pick up kettle,put down sponge,8
close tap,put down sponge,363
pick up mug,put down plate,17
put down plate,rinse mug,7
pick up kettle,put down plate,6
pick up bag,put down plate,38
pick up lid,put down plate,113
pick up paper,put down plate,31
put down plate,rinse lid,32
pick up pot,put down plate,51
put down plate,rinse pot,3
put down plate,put down pot,34
pick up cup,pick up mug,14
pick up cup,rinse mug,2
pick up cup,pick up wooden spoon,4
pick up cup,pick up kettle,2
pick up bag,pick up cup,5
pick up cup,pick up scissors,5
close bag,pick up cup,2
pick up cup,rinse lid,4
pick up cup,put down pot,5
close bin,pick up mug,17
close bin,rinse mug,5
pick up mug,put down knife,13
put down knife,rinse mug,5
rinse mug,squeeze sponge,6
open tap,shake hands,102
open tap,put down lid,63
pick up wooden spoon,rinse mug,2
pick up kettle,pick up plate,10
close tap,put down lid,50
pick up kettle,pick up mug,15
pick up bag,pick up kettle,3
pick up lid,pick up mug,10
pick up mug,put down lid,15
pick up wooden spoon,put down cup,2
pick up scissors,put down cup,4
close bag,put down cup,2
put down cup,rinse lid,4
put down cup,put down pot,4
pick up paper,pick up wooden spoon,2
pick up pan,pick up paper,15
pick up paper,pick up scissors,1
close bag,pick up paper,1
pick up paper,pick up sponge,37
open tap,pick up paper,46
close tap,pick up paper,35
pick up paper,squeeze sponge,4
pick up lid,pick up paper,29
pick up paper,put down sponge,18
pick up paper,rinse lid,5
pick up paper,put down lid,31
pick up paper,rinse plate,6
close bag,pick up wooden spoon,1
pick up wooden spoon,squeeze sponge,2
pick up wooden spoon,put down sponge,37
pick up wooden spoon,rinse lid,1
pick up wooden spoon,put down lid,12
pick up wooden spoon,rinse plate,3
pick up pan,rinse lid,31
pick up pan,put down lid,104
close bag,pick up scissors,7
pick up scissors,pick up sponge,12
pick up scissors,squeeze sponge,8
pick up scissors,put down sponge,5
pick up scissors,rinse lid,1
pick up scissors,rinse plate,3
close bag,pick up sponge,4
close bag,open tap,26
close bag,close tap,13
close bag,squeeze sponge,2
close bag,put down sponge,3
close bag,rinse lid,2
close bag,put down lid,8
close bag,rinse plate,6
pick up sponge,rinse lid,23
pick up lid,squeeze sponge,3
rinse lid,squeeze sponge,2
pick up lid,put down sponge,86
pick up lid,rinse lid,46
put down sponge,rinse lid,26
put down lid,rinse lid,62
pick up plate,rinse lid,27
rinse lid,rinse plate,25
put down lid,rinse plate,20
close tap,put down fork,36
pick up pot,put down fork,22
put down fork,rinse pot,3
put down fork,put down pot,27
pick up plate,put down pot,28
put down pot,rinse pot,11
pick up knife,rinse pot,1
close tap,put down pot,8
open tap,put down pot,11
pick up knife,put down pot,14
open bin,pick up fork,3
open tap,pick up fork,70
close tap,rinse fork,37
pick up fork,rinse knife,17
rinse fork,rinse fork,33
open bin,pick up mug,13
pick up glass,put down bag,24
pick up bag,put down glass,41
pick up kettle,put down glass,6
pick up kettle,put down bag,2
open cupboard,rinse pan,64
open cupboard,put down jar,57
pick up salt,put down glass,14
pick up pot,put down glass,34
pick up tupperware,put down glass,16
pick up glass,put down spoon,121
pick up glass,pick up pot,36
pick up glass,pick up tupperware,22
pick up glass,rinse sponge,171
pick up glass,squeeze sponge,30
pick up glass,rinse pan,22
open bin,pick up glass,20
close bin,pick up glass,20
close tap,put down spoon,85
pick up salt,put down spoon,40
pick up pot,put down spoon,70
pick up tupperware,put down spoon,5
open tap,put down bowl,81
close tap,put down bowl,50
close tap,rinse sponge,121
pick up salt,put down bowl,3
pick up tupperware,put down bowl,9
put down bowl,squeeze sponge,35
put down bowl,rinse pan,5
put down bowl,rinse glass,31
pick up pot,pick up salt,10
pick up salt,put down pan,24
pick up salt,put down sponge,8
pick up salt,rinse sponge,13
pick up salt,squeeze sponge,2
pick up salt,rinse pan,2
pick up salt,rinse spoon,4
pick up salt,rinse glass,1
pick up pot,put down pan,17
pick up pot,pick up sponge,32
pick up pot,put down sponge,21
pick up pot,rinse sponge,22
pick up pot,squeeze sponge,2
pick up pot,rinse glass,8
close cupboard,rinse pan,25
pick up tupperware,put down pan,3
pick up tupperware,rinse sponge,15
pick up tupperware,rinse glass,3
pick up sponge,rinse pan,83
open bin,pick up sponge,28
rinse glass,rinse sponge,62
rinse glass,squeeze sponge,6
close cupboard,put down jar,35
rinse glass,shake hands,29
rinse glass,rinse hands,100
open fridge,rinse glass,25
close fridge,rinse glass,17
rinse spoon,shake hands,5
put down spoon,shake hands,12
open bin,shake hands,9
close fridge,rinse hands,43
pick up glass,rinse bowl,47
put down glass,rinse bowl,34
open tap,rinse bowl,53
close tap,rinse bowl,35
put down bowl,put down jar,7
close fridge,pick up glass,86
pick up glass,put down jar,21
pick up glass,put down salt,23
pick up lid,put down glass,118
put down glass,put down jar,15
put down glass,put down salt,14
open bin,put down jar,1
close bin,put down jar,1
pick up spoon,put down jar,15
pick up lid,put down spoon,110
put down jar,put down spoon,21
pick up kettle,put down spoon,20
pick up lid,put down jar,25
open fridge,put down jar,20
close fridge,put down jar,15
close fridge,pick up kettle,8
put down jar,put down salt,2
pick up kettle,put down jar,1
open tap,put down jar,17
close tap,put down jar,12
hold pan,put down knife,18
pick up wooden spoon,put down knife,14
pick up chopping board,put down knife,42
put down chopping board,put down knife,65
pick up meat,put down knife,38
hold pan,pick up onion,6
pick up onion,pick up wooden spoon,5
open bin,pick up onion,2
close bin,pick up onion,2
cut onion,open bin,2
close bin,cut onion,2
cut onion,pick up chopping board,4
open tap,put down chopping board,32
peel onion,put down chopping board,21
pick up chopping board,put down chopping board,53
open cupboard,put down chopping board,52
pick up pan,put down chopping board,15
close cupboard,put down chopping board,31
close tap,put down chopping board,27
open fridge,put down chopping board,41
pick up meat,put down chopping board,1
open drawer,put down chopping board,51
pick up wooden spoon,put down chopping board,5
pick up knife,put down chopping board,58
hold pan,open lid,1
pick up wooden spoon,put down glass,4
pick up salt,pick up wooden spoon,4
pick up wooden spoon,put down salt,3
pick up wooden spoon,put down jar,1
hold pan,put down glass,5
hold pan,pick up salt,3
hold pan,put down salt,1
hold pan,put down jar,7
hold pan,put down lid,10
pick up glass,put down lid,149
put down glass,put down lid,130
move pan,pick up paper,12
move pan,open bin,5
open bin,pick up paper,4
close bin,pick up paper,1
pick up spoon,put down bottle,45
pick up jar,pick up spoon,9
hold pan,open bin,9
close bin,hold pan,9
hold pan,put down spoon,9
pick up jar,put down jar,43
put down jar,put down jar,6
hold pan,pick up jar,2
pick up jar,put down spoon,22
put down bottle,put down bottle,48
open bin,pick up scissors,9
close bin,pick up scissors,8
pick up salt,pick up scissors,7
pick up scissors,put down chopping board,5
pick up scissors,rinse sponge,11
pick up scissors,rinse knife,3
pick up scissors,put down knife,6
pick up scissors,rinse spoon,3
pick up scissors,put down spoon,13
open oven,pick up scissors,10
close oven,pick up scissors,9
pick up scissors,put down bag,6
pick up scissors,rinse pan,5
pick up scissors,put down pan,6
pick up bowl,pick up scissors,22
pick up scissors,rinse bowl,2
pick up scissors,put down bowl,12
pick up mug,pick up scissors,9
pick up wooden spoon,rinse sponge,7
pick up wooden spoon,put down spoon,7
pick up knife,put down spoon,114
open bin,pick up chopping board,7
close bin,pick up chopping board,6
pick up chopping board,rinse sponge,13
pick up chopping board,put down spoon,19
open bin,put down chopping board,5
close bin,put down chopping board,5
pick up salt,put down chopping board,7
pick up salt,rinse knife,1
pick up spoon,put down chopping board,22
put down chopping board,rinse sponge,5
put down chopping board,rinse knife,6
put down chopping board,rinse spoon,2
put down chopping board,put down spoon,14
pick up plate,put down chopping board,8
pick up lid,put down chopping board,9
open oven,put down chopping board,22
close oven,put down chopping board,14
open oven,pick up spoon,37
close oven,pick up spoon,31
pick up lid,rinse sponge,51
pick up lid,rinse knife,14
open oven,rinse knife,11
close oven,rinse knife,5
open tap,put down bag,6
open fridge,rinse pan,33
close fridge,pick up chopping board,46
close fridge,put down chopping board,24
pick up bowl,put down chopping board,8
pick up bowl,pick up mug,66
open oven,rinse bowl,5
close oven,rinse bowl,4
pick up chopping board,rinse bowl,3
put down chopping board,rinse bowl,2
pick up mug,rinse bowl,24
pick up chopping board,put down bowl,10
put down bowl,put down chopping board,7
pick up mug,put down bowl,31
open oven,pick up mug,13
close oven,pick up mug,10
pick up chopping board,pick up mug,14
pick up mug,put down chopping board,7
pick up spatula,pick up tupperware,10
pick up tupperware,put down spatula,2
pick up bowl,pick up cutlery,30
open bin,pick up bowl,7
close bin,pick up bowl,6
pick up bowl,squeeze sponge,54
pick up bowl,rinse plate,8
pick up bowl,rinse mug,22
pick up bowl,rinse glass,60
pick up bowl,put down bag,18
pick up bowl,pick up wooden spoon,3
pick up cutlery,rinse sponge,28
put down bowl,rinse mug,6
pick up wooden spoon,put down bowl,1
pick up mug,put down sponge,47
pick up mug,put down glass,45
pick up mug,wipe surface,19
put down sponge,rinse mug,34
open tap,wipe surface,18
pick up sponge,rinse mug,40
put down glass,rinse mug,6
rinse mug,wipe surface,15
open bin,rinse mug,12
close tap,wipe surface,14
rinse glass,wipe surface,19
pick up scissors,wipe surface,4
pick up knife,put down bag,16
pick up mug,pick up wooden spoon,2
move pan,pick up wooden spoon,1
pick up glass,pick up scissors,27
pick up scissors,put down glass,11
pick up cloth,pick up scissors,4
open bin,pick up cloth,9
open tap,pick up cloth,72
close tap,pick up cloth,62
pick up lid,wipe surface,4
pick up scissors,put down salt,6
put down salt,put down salt,4
open oven,shake hands,4
open oven,turn on hob,12
open oven,pick up spatula,30
open oven,pick up cheese,4
hold pan,open oven,11
pick up cheese,put down knife,16
put down chopping board,shake hands,2
put down chopping board,turn on hob,6
pick up spatula,put down chopping board,14
put down chopping board,put down spatula,6
pick up cheese,put down chopping board,3
hold pan,put down chopping board,6
open tap,turn on hob,2
open tap,pick up spatula,5
open tap,pick up cheese,5
close tap,turn on hob,1
close tap,pick up spatula,7
pick up chopping board,shake hands,4
pick up cheese,shake hands,3
hold pan,shake hands,1
pick up chopping board,turn on hob,9
pick up chopping board,pick up spatula,20
pick up chopping board,put down spatula,8
pick up cheese,pick up chopping board,6
close fridge,turn on hob,18
pick up spatula,turn on hob,27
put down spatula,turn on hob,22
pick up cheese,turn on hob,10
hold pan,turn on hob,1
pick up cheese,pick up spatula,16
hold pan,pick up spatula,8
pick up cheese,put down spatula,12
hold pan,put down spatula,1
close oven,hold pan,7
close oven,pick up spatula,11
open oven,pick up fork,13
open oven,put down fork,19
close bag,put down spatula,2
close bag,put down pan,18
close bag,pick up fork,1
pick up chopping board,put down plate,8
put down chopping board,put down plate,6
close oven,shake hands,2
close oven,pick up fork,13
close oven,put down fork,10
close bin,pick up fork,1
pick up salt,put down fork,67
put down fork,put down salt,16
open oven,wipe surface,11
open oven,rinse plate,10
open oven,rinse glass,18
open oven,rinse mug,2
pick up knife,rinse mug,15
hold pan,put down pan,5
pick up chopping board,put down pan,12
put down chopping board,put down pan,9
pick up wooden spoon,put down pan,2
close drawer,put down chopping board,40
put down chopping board,put down chopping board,15
close oven,wipe surface,10
close oven,rinse plate,3
close oven,rinse glass,3
close oven,rinse mug,1
pick up mug,pick up spatula,31
pick up mug,put down spatula,17
pick up mug,pick up pan,16
pick up mug,rinse pan,3
pick up plate,rinse pan,29
pick up spatula,rinse pan,11
close cupboard,rinse mug,35
open oven,pick up cutlery,7
open fridge,rinse mug,13
open fridge,wipe surface,24
pick up scissors,rinse mug,1
pick up scissors,rinse glass,5
pick up cutlery,pick up scissors,8
pick up bowl,rinse pan,3
rinse bowl,rinse pan,5
rinse bowl,rinse spoon,12
put down spoon,rinse bowl,12
pick up plate,rinse bowl,26
close fridge,wipe surface,28
pick up chopping board,rinse glass,9
pick up chopping board,pick up cutlery,4
pick up glass,put down chopping board,10
open bottle,pick up mug,2
close bottle,pick up mug,2
put down bag,put down lid,11
move pan,put down lid,18
put down lid,rinse spoon,16
put down lid,rinse fork,12
put down lid,put down pan,101
pick up chopping board,put down lid,10
clean sink,put down lid,2
pick up fork,put down lid,5
pick up cheese,put down lid,4
put down chopping board,put down lid,8
close bag,pick up kettle,2
pick up bag,turn on hob,5
close bag,turn on hob,9
pick up pan,turn on hob,48
pick up pan,put down bag,7
move pan,put down spoon,53
move pan,put down bag,2
pick up spoon,put down bag,8
pick up pan,put down spoon,87
clean sink,pick up pan,5
pick up pan,put down salt,8
open bag,pick up sponge,15
open bag,put down sponge,6
open bag,rinse fork,2
clean sink,put down pan,4
pick up cheese,put down pan,3
pick up kettle,put down pan,1
put down pan,put down salt,6
pick up chopping board,put down sponge,21
clean sink,put down knife,7
put down spoon,rinse fork,12
clean sink,open bin,3
clean sink,close bin,3
clean sink,put down spoon,12
pick up cheese,pick up spoon,14
pick up fork,put down spoon,12
pick up cheese,put down spoon,6
close fridge,turn off hob,15
pick up fork,turn off hob,5
pick up cheese,turn off hob,3
close door,pick up cheese,9
pick up kettle,put down chopping board,4
pick up kettle,shake hands,2
pick up kettle,put down knife,7
pick up chopping board,put down salt,4
put down chopping board,put down salt,4
pick up glass,turn on hob,25
pick up glass,turn off hob,11
pick up sponge,turn on hob,24
hold pan,pick up sponge,9
put down sponge,turn on hob,21
hold pan,put down sponge,9
close fridge,rinse pan,21
rinse pan,turn on hob,1
pick up wooden spoon,rinse pan,29
put down lid,rinse pan,17
hold pan,rinse pan,12
rinse pan,turn off hob,5
pick up lid,rinse pan,17
hold pan,turn off hob,2
pick up wooden spoon,turn off hob,1
pick up spoon,rinse mug,6
rinse mug,rinse spoon,11
pick up chopping board,rinse fork,3
pick up chopping board,rinse plate,2
pick up chopping board,put down glass,7
pick up sponge,put down chopping board,16
put down chopping board,put down sponge,16
pick up fork,put down chopping board,6
put down chopping board,rinse fork,1
put down chopping board,rinse plate,1
put down chopping board,rinse glass,3
put down chopping board,put down glass,6
pick up wooden spoon,rinse bowl,1
rinse bowl,rinse glass,53
pick up wooden spoon,rinse fork,3
pick up fork,rinse plate,25
pick up fork,rinse glass,12
pick up glass,rinse fork,34
rinse fork,rinse glass,41
pick up bowl,rinse fork,1
put down glass,rinse fork,32
rinse pan,wash hands,15
pick up wooden spoon,wash hands,1
pick up chopping board,rinse hands,13
rinse hands,rinse pan,42
pick up wooden spoon,rinse hands,3
rinse pan,shake hands,5
pick up wooden spoon,shake hands,1
rinse bowl,rinse sponge,34
rinse bowl,squeeze sponge,7
pick up tupperware,turn on hob,1
pick up mug,put down bag,2
open lid,squeeze sponge,2
open bag,squeeze sponge,4
close bottle,open lid,14
open lid,pick up bottle,6
open bottle,open bottle,24
close bottle,close bottle,26
close bottle,put lid,13
open bottle,put lid,10
open bin,put lid,4
put down bottle,put lid,1
pick up bottle,put lid,1
put lid,turn off tap,42
pick up bottle,turn off tap,95
put bowl,take bowl,164
close fridge,put bowl,18
turn on hob,wash hands,26
close fridge,put glass,12
open bag,put bowl,14
put bowl,stir food,15
put plate,stir food,19
put glass,stir food,8
pick up bottle,stir food,5
pick up bottle,put down glass,84
pick up bottle,turn on tap,109
open freezer,take spoon,2
open freezer,wash spoon,1
open freezer,open lid,3
close lid,open freezer,2
open freezer,put knife,5
open freezer,put glass,1
open freezer,take knife,3
open freezer,take bowl,4
open freezer,put bowl,5
put knife,take spoon,15
pick up glass,take spoon,2
put glass,take spoon,21
close lid,wash spoon,3
put knife,turn off tap,46
put glass,turn off tap,16
close lid,put knife,5
close lid,pick up glass,9
close lid,put glass,1
put knife,take knife,43
put bowl,take knife,69
pick up onion,take knife,2
cut onion,put knife,14
put knife,take bowl,39
pick up onion,put knife,2
cut onion,take bowl,3
cut onion,put bowl,9
peel onion,put bowl,8
pick up onion,take bowl,1
pick up onion,put bowl,2
stir food,turn on hob,6
pour salt,stir food,10
put lid,stir food,15
rinse spoon,stir food,22
put spoon,stir food,17
pick up glass,stir food,6
turn on hob,turn on hob,14
pour salt,turn on hob,11
put lid,turn on hob,5
pour salt,put lid,7
put spoon,turn off tap,42
pour salt,rinse spoon,7
pour salt,put spoon,3
pick up glass,pour salt,23
pour salt,put glass,1
pick up spatula,stir pan,8
pick up spatula,put plate,1
stir food,stir pan,1
pick up plate,stir food,1
stir pan,turn off hob,18
pick up lid,turn off hob,10
put plate,turn off hob,4
pick up pan,stir pan,34
put down pan,stir pan,8
open drawer,stir pan,86
pick up spoon,pour water,16
pick up bowl,pour water,6
put bowl,wash plate,40
put bowl,wash bowl,8
put plate,turn off tap,75
put bowl,turn off tap,59
close bottle,put knife,9
close bottle,wash plate,15
close bottle,put plate,28
close bottle,put spoon,18
close bottle,wash spoon,5
close bottle,wash knife,7
close bottle,pour water,30
close bottle,rinse bowl,6
close bottle,put bowl,6
open fridge,pour water,48
put knife,wash plate,12
put knife,wash fork,10
put plate,wash fork,8
put spoon,wash fork,6
close fridge,pour water,35
pour water,rinse bowl,8
pour water,put bowl,54
put bowl,turn on tap,71
put bowl,rinse bowl,17
put bowl,wash hands,11
dry hands,put bowl,13
open bottle,put plate,26
move tap,open bottle,10
open bottle,wash plate,13
put plate,turn on tap,60
close bottle,move tap,3
move tap,open fridge,33
close fridge,move tap,21
pick up cheese,turn on tap,23
pick up tupperware,turn on tap,43
pick up cutlery,turn on tap,55
pick up knife,wash fork,28
pick up cutting board,wash fork,3
pick up cutting board,wash knife,9
dry hands,wash fork,14
dry hands,move tap,53
dry hands,pick up cheese,10
pick up fork,squeeze sponge,18
open cupboard,wash sink,77
move tap,wash sink,22
move tap,squeeze sponge,30
move tap,turn off tap,110
move tap,move tap,47
squeeze sponge,wash sink,6
move tap,pick up sponge,68
move tap,pick up lid,34
pick up cutlery,pick up lid,31
pick up lid,put down fork,38
pick up lid,pick up washing up liquid,9
pick up bowl,pick up cheese,37
pick up bowl,pick up tupperware,33
pick up bowl,pick up washing up liquid,9
move tap,put down knife,36
move tap,pick up cheese,2
move tap,pick up tupperware,8
move tap,pick up spatula,9
move tap,pick up cutlery,21
move tap,put down fork,15
move tap,put down spoon,27
move tap,pick up scissors,7
move tap,pick up washing up liquid,21
pick up tupperware,put down knife,5
pick up tupperware,put down fork,3
pick up tupperware,pick up washing up liquid,5
pick up tupperware,turn off tap,27
pick up cutlery,pick up washing up liquid,7
pick up cutlery,turn off tap,42
pick up scissors,put down fork,4
pick up washing up liquid,put down fork,16
pick up washing up liquid,put down spoon,18
pick up scissors,pick up washing up liquid,4
pick up washing up liquid,pick up washing up liquid,11
pick up washing up liquid,wash plate,13
pick up washing up liquid,wash knife,7
pick up washing up liquid,wash spoon,9
pick up knife,wash plate,33
pick up scissors,wash plate,2
pick up scissors,wash knife,6
squeeze sponge,wash spoon,15
pick up scissors,wash spoon,1
move tap,open bag,11
open bag,put down cutting board,7
pick up bag,pick up onion,11
pick up cheese,pick up onion,5
move tap,pick up onion,3
pick up onion,turn on tap,45
pick up onion,turn off tap,36
pick up onion,put down saucepan,1
pick up onion,put down cutting board,18
move tap,pick up bag,11
pick up bag,turn off tap,60
dry hands,pick up bag,17
pick up bag,put down saucepan,2
pick up bag,put down cutting board,8
pick up bag,pick up knife,28
pick up bag,put down knife,31
pick up cheese,turn off tap,18
pick up cheese,put down saucepan,4
pick up cheese,pick up cutting board,3
pick up cheese,put down cutting board,3
move tap,pick up cutting board,6
move tap,put down cutting board,7
move tap,pick up knife,29
pick up lid,put down saucepan,14
pick up lid,put down cutting board,24
pick up cutting board,put down saucepan,2
pick up knife,put down saucepan,14
pick up bowl,put down bottle,11
put down bottle,put down saucepan,4
pick up washing up liquid,put down bottle,6
put down bottle,put down pot,9
put down bottle,put down pan,17
put down pot,turn on tap,81
pick up tupperware,put down saucepan,9
close bottle,put down pot,2
open fridge,pick up washing up liquid,20
open fridge,put down pot,19
pick up bottle,put down pot,8
pick up bottle,pick up spoon,15
pick up bottle,rinse spoon,1
pick up bottle,put down pan,20
pick up spoon,put down pot,43
put down pot,rinse spoon,10
pick up lid,put down pan,78
turn on tap,wash glass,70
pick up bowl,wash spoon,11
pick up bowl,wash bowl,43
pick up bowl,put down washing up liquid,4
pick up bowl,wash glass,9
pick up bowl,wash knife,23
pick up bowl,wash fork,11
pick up bowl,take plate,11
pick up bowl,wash plate,26
squeeze sponge,wash bowl,12
rinse sponge,wash bowl,13
wash bowl,wash spoon,11
pick up tea towel,pick up washing up liquid,6
pick up washing up liquid,put down bowl,4
pick up glass,pick up washing up liquid,23
pick up washing up liquid,wash glass,5
pick up fork,pick up washing up liquid,10
pick up washing up liquid,wash fork,4
pick up washing up liquid,put down saucepan,3
pick up washing up liquid,take plate,1
pick up glass,put down washing up liquid,40
put down washing up liquid,wash glass,7
